,name,id,nametype,recclass,mass_grams,fall,year,reclat,reclong,geolocation,geometry,state_abbrev_x,state,county,country,elevation,state_abbrev,FIPS
947,De Nova,6624,Valid,L6,12700.0,Found,1940,39.85,-102.95,"(39.85, -102.95)",POINT (-102.95 39.85),None_Found,Colorado,Washington County,United States,1364.0,CO,8
948,Doyleville,7727,Valid,H5,112.0,Found,1887,38.41667,-106.58333,"(38.41667, -106.58333)",POINT (-106.58333 38.41667),None_Found,Colorado,Saguache County,United States,2509.0,CO,8
949,Eads,7759,Valid,H4,4860.0,Found,1975,38.47,-102.82667,"(38.47, -102.82667)",POINT (-102.82667 38.47),None_Found,Colorado,Kiowa County,United States,1297.0,CO,8
950,El Rancho Grande,7816,Valid,Pallasite,40.7,Found,1954,37.0,-105.0,"(37.0, -105.0)",POINT (-105 37),None_Found,Colorado,Las Animas County,United States,2761.0,CO,8
951,Elba,7821,Valid,H5,4175.0,Found,1966,39.83333,-103.21667,"(39.83333, -103.21667)",POINT (-103.21667 39.83333),None_Found,Colorado,Washington County,United States,1460.0,CO,8
952,Ellicott,10021,Valid,"Iron, IAB-ung",15700.0,Found,1960,38.80778,-104.56944,"(38.80778, -104.56944)",POINT (-104.56944 38.80778),None_Found,Colorado,El Paso County,United States,1927.0,CO,8
953,Erie,10045,Valid,L6,3300.0,Found,1965,40.03167,-105.05667,"(40.03167, -105.05667)",POINT (-105.05667 40.03167),None_Found,Colorado,Boulder County,United States,1556.0,CO,8
954,Flagler,30564,Valid,H3.8,4100.0,Found,1972,39.23,-102.99,"(39.23, -102.99)",POINT (-102.99 39.23),None_Found,Colorado,Kit Carson County,United States,1488.0,CO,8
955,Fleming,10110,Valid,H3.7,1750.0,Found,1940,40.68333,-102.81667,"(40.68333, -102.81667)",POINT (-102.81667 40.68333),None_Found,Colorado,Logan County,United States,1287.0,CO,8
956,Franceville,10173,Valid,"Iron, IIIAB",18800.0,Found,1890,38.81667,-104.61667,"(38.81667, -104.61667)",POINT (-104.61667 38.81667),None_Found,Colorado,El Paso County,United States,1852.0,CO,8
957,Fremont Butte,10181,Valid,L4,6647.0,Found,1963,38.5,-105.5,"(38.5, -105.5)",POINT (-105.5 38.5),None_Found,Colorado,Fremont County,United States,2456.0,CO,8
958,Georgetown,10904,Valid,H6,687.0,Found,1967,39.7,-105.7,"(39.7, -105.7)",POINT (-105.7 39.7),None_Found,Colorado,Clear Creek County,United States,2802.0,CO,8
959,Granada Creek,10954,Valid,H,479.0,Found,1975,37.96667,-102.33333,"(37.96667, -102.33333)",POINT (-102.33333 37.96667),None_Found,Colorado,Prowers County,United States,1127.0,CO,8
960,Guffey,11441,Valid,"Iron, ungrouped",309000.0,Found,1907,38.76667,-105.51667,"(38.76667, -105.51667)",POINT (-105.51667 38.76667),None_Found,Colorado,Park County,United States,2777.0,CO,8
961,Hartsel,30725,Valid,H4,490.0,Found,2000,38.83333,-105.8,"(38.83333, -105.8)",POINT (-105.8 38.83333),None_Found,Colorado,Park County,United States,2832.0,CO,8
962,Haxtun,11863,Valid,H/L4,15500.0,Found,1975,40.45667,-102.57834,"(40.45667, -102.57834)",POINT (-102.57834 40.45667),None_Found,Colorado,Phillips County,United States,1211.0,CO,8
963,Holly,11898,Valid,H4,299.0,Found,1937,38.06667,-102.1,"(38.06667, -102.1)",POINT (-102.1 38.06667),None_Found,Colorado,Prowers County,United States,1054.0,CO,8
964,Holyoke,11900,Valid,H4,11200.0,Found,1933,40.56667,-102.3,"(40.56667, -102.3)",POINT (-102.3 40.56667),None_Found,Colorado,Yuma County,United States,1141.0,CO,8
965,Horse Creek,11910,Valid,"Iron, ungrouped",570.0,Found,1937,37.58333,-102.76667,"(37.58333, -102.76667)",POINT (-102.76667 37.58333),None_Found,Colorado,Baca County,United States,1404.0,CO,8
966,Hugo (stone),11983,Valid,H5,80.0,Found,1936,39.13333,-103.48333,"(39.13333, -103.48333)",POINT (-103.48333 39.13333),None_Found,Colorado,Lincoln County,United States,1543.0,CO,8
967,Idalia,11998,Valid,H,7400.0,Found,1968,39.695,-102.295,"(39.695, -102.295)",POINT (-102.295 39.695),None_Found,Colorado,Yuma County,United States,1212.0,CO,8
968,Julesburg,12208,Valid,L3.6,57900.0,Found,1983,39.975,-102.26667,"(39.975, -102.26667)",POINT (-102.26667 39.975),None_Found,Colorado,Yuma County,United States,1173.0,CO,8
969,Karval,12265,Valid,H5,1104.0,Found,1936,38.71667,-103.51667,"(38.71667, -103.51667)",POINT (-103.51667 38.71667),None_Found,Colorado,Lincoln County,United States,1543.0,CO,8
970,Kelly,12273,Valid,LL4,44300.0,Found,1937,40.46667,-103.03333,"(40.46667, -103.03333)",POINT (-103.03333 40.46667),None_Found,Colorado,Logan County,United States,1364.0,CO,8
971,Kramer Creek,12354,Valid,L4,2300.0,Found,1966,38.3925,-104.17667,"(38.3925, -104.17667)",POINT (-104.17667 38.3925),None_Found,Colorado,Pueblo County,United States,1536.0,CO,8
972,Lincoln County,14654,Valid,L6,4500.0,Found,1937,39.36667,-103.16667,"(39.36667, -103.16667)",POINT (-103.16667 39.36667),None_Found,Colorado,Lincoln County,United States,1528.0,CO,8
973,Little Spring Creek,30743,Valid,H5,2950.0,Found,1937,37.68333,-105.7,"(37.68333, -105.7)",POINT (-105.7 37.68333),None_Found,Colorado,Alamosa County,United States,2297.0,CO,8
974,Lost Lake,14714,Valid,L6,11.0,Found,1931,37.65,-105.73333,"(37.65, -105.73333)",POINT (-105.73333 37.65),None_Found,Colorado,Alamosa County,United States,2295.0,CO,8
975,Mesa Verde Park,15494,Valid,"Iron, IAB-ung",3500.0,Found,1922,37.16667,-108.5,"(37.16667, -108.5)",POINT (-108.5 37.16667),None_Found,Colorado,Montezuma County,United States,2021.0,CO,8
976,Mosca,16755,Valid,L6,6220.0,Found,1942,37.63333,-105.83333,"(37.63333, -105.83333)",POINT (-105.83333 37.63333),None_Found,Colorado,Alamosa County,United States,2301.0,CO,8
977,Mount Ouray,16784,Valid,"Iron, IID",900.0,Found,1898,38.41667,-106.21667,"(38.41667, -106.21667)",POINT (-106.21667 38.41667),None_Found,Colorado,Saguache County,United States,3841.0,CO,8
978,New Raymer,30758,Valid,LL4,3400.0,Found,1995,40.62583,-103.84033,"(40.62583, -103.84033)",POINT (-103.84033 40.62583),None_Found,Colorado,Weld County,United States,1456.0,CO,8
979,Newsom,16963,Valid,L6,892.0,Found,1939,37.6,-105.83333,"(37.6, -105.83333)",POINT (-105.83333 37.6),None_Found,Colorado,Alamosa County,United States,2301.0,CO,8
980,Ovid,18057,Valid,H6,6169.0,Found,1939,40.96667,-102.4,"(40.96667, -102.4)",POINT (-102.4 40.96667),None_Found,Colorado,Sedgwick County,United States,1078.0,CO,8
981,Ovid (b),31283,Valid,H5,860.0,Found,1943,40.75833,-102.375,"(40.75833, -102.375)",POINT (-102.375 40.75833),None_Found,Colorado,Sedgwick County,United States,1171.0,CO,8
982,Peetz,18783,Valid,L6,11500.0,Found,1937,40.95,-103.08333,"(40.95, -103.08333)",POINT (-103.08333 40.95),None_Found,Colorado,Logan County,United States,1340.0,CO,8
983,Phillips County (pallasite),18807,Valid,"Pallasite, PMG-an",1360.0,Found,1935,40.45,-102.38333,"(40.45, -102.38333)",POINT (-102.38333 40.45),None_Found,Colorado,Phillips County,United States,1159.0,CO,8
984,Rifle,22605,Valid,"Iron, IAB-MG",102700.0,Found,1948,38.51667,-107.83333,"(38.51667, -107.83333)",POINT (-107.83333 38.51667),None_Found,Colorado,Montrose County,United States,1820.0,CO,8
985,Rush Creek,22786,Valid,L6,9300.0,Found,1938,38.61667,-102.71667,"(38.61667, -102.71667)",POINT (-102.71667 38.61667),None_Found,Colorado,Cheyenne County,United States,1265.0,CO,8
986,Russel Gulch,22788,Valid,"Iron, IIIAB",13200.0,Found,1863,39.8,-105.5,"(39.8, -105.5)",POINT (-105.5 39.8),None_Found,Colorado,Gilpin County,United States,2586.0,CO,8
987,Sand Draw,23134,Valid,H5,1200.0,Found,1947,40.81667,-102.25,"(40.81667, -102.25)",POINT (-102.25 40.81667),None_Found,Colorado,Sedgwick County,United States,1146.0,CO,8
988,Seibert (a),23479,Valid,H5,3500.0,Found,1941,39.3,-102.83333,"(39.3, -102.83333)",POINT (-102.83333 39.3),None_Found,Colorado,Kit Carson County,United States,1417.0,CO,8
989,Seibert (b),23480,Valid,L6,8600.0,Found,1991,39.27667,-102.88667,"(39.27667, -102.88667)",POINT (-102.88667 39.27667),None_Found,Colorado,Kit Carson County,United States,1446.0,CO,8
990,Shaw,23526,Valid,L6/7,17500.0,Found,1937,39.53333,-103.33333,"(39.53333, -103.33333)",POINT (-103.33333 39.53333),None_Found,Colorado,Lincoln County,United States,1558.0,CO,8
991,Springfield,23689,Valid,L6,3200.0,Found,1937,37.38333,-102.63333,"(37.38333, -102.63333)",POINT (-102.63333 37.38333),None_Found,Colorado,Baca County,United States,1347.0,CO,8
992,Springfield (b),23690,Valid,L,229.3,Found,1937,37.48333,-102.67667,"(37.48333, -102.67667)",POINT (-102.67667 37.48333),None_Found,Colorado,Baca County,United States,1362.0,CO,8
993,Sterling,23723,Valid,Pallasite,679.5,Found,1900,40.6,-103.18333,"(40.6, -103.18333)",POINT (-103.18333 40.6),None_Found,Colorado,Logan County,United States,1217.0,CO,8
994,Stoneham,31330,Valid,H5,5000.0,Found,1960,40.63783,-103.69717,"(40.63783, -103.69717)",POINT (-103.69717 40.63783),None_Found,Colorado,Weld County,United States,1412.0,CO,8
995,Stonington,23727,Valid,H5,2700.0,Found,1942,37.28333,-102.2,"(37.28333, -102.2)",POINT (-102.2 37.28333),None_Found,Colorado,Baca County,United States,1166.0,CO,8
996,Stratton,23730,Valid,OC,121.0,Found,1964,39.22167,-102.59,"(39.22167, -102.59)",POINT (-102.59 39.22167),None_Found,Colorado,Kit Carson County,United States,1354.0,CO,8
997,Thurman,23980,Valid,OC,1959.0,Found,1965,39.52167,-103.16667,"(39.52167, -103.16667)",POINT (-103.16667 39.52167),None_Found,Colorado,Lincoln County,United States,1494.0,CO,8
998,Tobe,24014,Valid,H4,5386.0,Found,1963,37.2,-103.58333,"(37.2, -103.58333)",POINT (-103.58333 37.2),None_Found,Colorado,Las Animas County,United States,1782.0,CO,8
999,Truckton,24055,Valid,H5,43.4,Found,1978,38.58139,-104.07667,"(38.58139, -104.07667)",POINT (-104.07667 38.58139),None_Found,Colorado,El Paso County,United States,1640.0,CO,8
1000,Two Buttes (a),24091,Valid,H5,19700.0,Found,1962,37.63333,-102.41667,"(37.63333, -102.41667)",POINT (-102.41667 37.63333),None_Found,Colorado,Baca County,United States,1265.0,CO,8
1001,Two Buttes (b),24092,Valid,H,3000.0,Found,1970,37.63333,-102.41667,"(37.63333, -102.41667)",POINT (-102.41667 37.63333),None_Found,Colorado,Baca County,United States,1265.0,CO,8
1002,Washington County,24217,Valid,"Iron, ungrouped",5750.0,Found,1927,39.7,-103.16667,"(39.7, -103.16667)",POINT (-103.16667 39.7),None_Found,Colorado,Washington County,United States,1470.0,CO,8
1003,Weldona,24234,Valid,H4,27700.0,Found,1934,40.35,-103.95,"(40.35, -103.95)",POINT (-103.95 40.35),None_Found,Colorado,Morgan County,United States,1333.0,CO,8
1004,Wild Horse,24264,Valid,H5,1360.0,Found,1979,39.41667,-103.2,"(39.41667, -103.2)",POINT (-103.2 39.41667),None_Found,Colorado,Lincoln County,United States,1538.0,CO,8
1005,Wiley,24268,Valid,"Iron, IIC",3500.0,Found,1938,38.15,-102.66667,"(38.15, -102.66667)",POINT (-102.66667 38.15),None_Found,Colorado,Prowers County,United States,1141.0,CO,8
1006,Wray (a),24338,Valid,H4-an,281.7,Found,1936,40.05,-102.2,"(40.05, -102.2)",POINT (-102.2 40.05),None_Found,Colorado,Yuma County,United States,1137.0,CO,8
1007,Wray (b),24339,Valid,L5,3884.0,Found,1938,40.33083,-102.19583,"(40.33083, -102.19583)",POINT (-102.19583 40.33083),None_Found,Colorado,Yuma County,United States,1121.0,CO,8
1008,Bethlehem,5032,Valid,H,13.9,Fell,1859,42.53333,-73.83333,"(42.53333, -73.83333)",POINT (-73.83333 42.53333),None_Found,New York,Albany County,United States,45.0,NY,36
1009,Peekskill,18782,Valid,H6,12570.0,Fell,1992,41.28333,-73.91667,"(41.28333, -73.91667)",POINT (-73.91667 41.28333),None_Found,New York,Westchester County,United States,81.0,NY,36
1010,Schenectady,23458,Valid,H5,283.3,Fell,1968,42.86083,-73.95028,"(42.86083, -73.95028)",POINT (-73.95028 42.86083),None_Found,New York,Schenectady,United States,112.0,NY,36
1011,Yorktown (New York),30370,Valid,L5,250.0,Fell,1869,41.28333,-73.81667,"(41.28333, -73.81667)",POINT (-73.81667 41.28333),None_Found,New York,Westchester County,United States,157.0,NY,36
1012,Burlington,5172,Valid,"Iron, IIIE",68000.0,Found,1819,42.75,-75.18333,"(42.75, -75.18333)",POINT (-75.18333 42.75),None_Found,New York,Otsego County,United States,395.0,NY,36
1013,Cambria,5203,Valid,"Iron, ungrouped",16300.0,Found,1818,43.2,-78.8,"(43.2, -78.8)",POINT (-78.8 43.2),None_Found,New York,Niagara County,United States,119.0,NY,36
1014,Lasher Creek,12735,Valid,Iron,639.5,Found,1948,42.83333,-74.5,"(42.83333, -74.5)",POINT (-74.5 42.83333),None_Found,New York,Montgomery County,United States,255.0,NY,36
1015,Mount Morris (New York),16782,Valid,H,12.5,Found,1897,42.7,-77.88333,"(42.7, -77.88333)",POINT (-77.88333 42.7),None_Found,New York,Livingston County,United States,253.0,NY,36
1016,Seneca Falls,23498,Valid,"Iron, IIIAB",4000.0,Found,1850,42.91667,-76.78333,"(42.91667, -76.78333)",POINT (-76.78333 42.91667),None_Found,New York,Seneca County,United States,139.0,NY,36
1017,South Byron,23676,Valid,"Iron, ungrouped",6000.0,Found,1915,43.03333,-78.03333,"(43.03333, -78.03333)",POINT (-78.03333 43.03333),None_Found,New York,Genesee County,United States,232.0,NY,36
1018,Tomhannock Creek,24022,Valid,H5,1500.0,Found,1863,42.88333,-73.6,"(42.88333, -73.6)",POINT (-73.6 42.88333),None_Found,New York,Rensselaer County,United States,109.0,NY,36
1019,Bishopville,5059,Valid,Aubrite,6000.0,Fell,1843,34.16667,-80.28333,"(34.16667, -80.28333)",POINT (-80.28333 34.16667),None_Found,South Carolina,Lee County,United States,65.0,SC,45
1020,Cherokee Springs,5340,Valid,LL6,8400.0,Fell,1933,35.03333,-81.88333,"(35.03333, -81.88333)",POINT (-81.88333 35.03333),None_Found,South Carolina,Spartanburg County,United States,257.0,SC,45
1021,Chesterville,5343,Valid,"Iron, IIAB",16500.0,Found,1849,34.7,-81.2,"(34.7, -81.2)",POINT (-81.2 34.7),None_Found,South Carolina,Chester County,United States,172.0,SC,45
1022,Laurens County,12741,Valid,"Iron, ungrouped",2150.0,Found,1857,34.5,-82.03333,"(34.5, -82.03333)",POINT (-82.03333 34.5),None_Found,South Carolina,Laurens County,United States,198.0,SC,45
1023,Lexington County,14644,Valid,"Iron, IAB-MG",4760.0,Found,1880,34.0,-81.25,"(34.0, -81.25)",POINT (-81.25 34),None_Found,South Carolina,Lexington County,United States,126.0,SC,45
1024,Ruff's Mountain,22779,Valid,"Iron, IIIAB",53070.0,Found,1844,34.3,-81.4,"(34.3, -81.4)",POINT (-81.4 34.3),None_Found,South Carolina,Newberry County,United States,111.0,SC,45
1025,Black Moshannan Park,5065,Valid,L5,705.0,Fell,1941,40.91667,-78.08333,"(40.91667, -78.08333)",POINT (-78.08333 40.91667),None_Found,Pennsylvania,Centre County,United States,616.0,PA,42
1026,Bradford Woods,5128,Valid,L,762.0,Fell,1886,40.5,-80.08333,"(40.5, -80.08333)",POINT (-80.08333 40.5),None_Found,Pennsylvania,Allegheny County,United States,230.0,PA,42
1027,Chicora,5349,Valid,LL6,303.0,Fell,1938,40.93333,-79.73333000000002,"(40.93333, -79.73333)",POINT (-79.73333 40.93333),None_Found,Pennsylvania,Butler County,United States,380.0,PA,42
1028,Bald Eagle,4924,Valid,"Iron, IIIAB",3200.0,Found,1891,41.28333,-77.05,"(41.28333, -77.05)",POINT (-77.05 41.28333),None_Found,Pennsylvania,Lycoming County,United States,216.0,PA,42
1029,Mount Joy,16779,Valid,"Iron, IIAB",384000.0,Found,1887,39.78333,-77.21667,"(39.78333, -77.21667)",POINT (-77.21667 39.78333),None_Found,Pennsylvania,Adams County,United States,135.0,PA,42
1030,New Baltimore,16952,Valid,"Iron, ungrouped",20000.0,Found,1922,40.0,-78.85,"(40.0, -78.85)",POINT (-78.85 40),None_Found,Pennsylvania,Somerset County,United States,726.0,PA,42
1031,Pittsburg,18838,Valid,"Iron, IAB-MG",600.0,Found,1850,40.43333,-80.0,"(40.43333, -80.0)",POINT (-80 40.43333),None_Found,Pennsylvania,Allegheny County,United States,261.0,PA,42
1032,Shrewsbury,23581,Valid,"Iron, IAB-sLL",12000.0,Found,1907,39.76667,-76.66667,"(39.76667, -76.66667)",POINT (-76.66667 39.76667),None_Found,Pennsylvania,York County,United States,268.0,PA,42
1033,Cabin Creek,5186,Valid,"Iron, IIIAB",48500.0,Fell,1886,35.5,-93.5,"(35.5, -93.5)",POINT (-93.5 35.5),None_Found,Arkansas,Johnson County,United States,172.0,AR,5
1034,Fayetteville,10079,Valid,H4,2360.0,Fell,1934,36.05,-94.16667,"(36.05, -94.16667)",POINT (-94.16667 36.05),None_Found,Arkansas,Washington County,United States,382.0,AR,5
1035,Miller (Arkansas),16645,Valid,H5,16700.0,Fell,1930,35.4,-92.05,"(35.4, -92.05)",POINT (-92.05 35.4),None_Found,Arkansas,Cleburne County,United States,257.0,AR,5
1036,Norfork,16994,Valid,"Iron, IIIAB",1050.0,Fell,1918,36.21667,-92.26667,"(36.21667, -92.26667)",POINT (-92.26667 36.21667),None_Found,Arkansas,Baxter County,United States,158.0,AR,5
1037,Paragould,18101,Valid,LL5,408000.0,Fell,1930,36.06667,-90.5,"(36.06667, -90.5)",POINT (-90.5 36.06667),None_Found,Arkansas,Greene County,United States,87.0,AR,5
1038,Success,23736,Valid,L6,3500.0,Fell,1924,36.48333,-90.66667,"(36.48333, -90.66667)",POINT (-90.66667 36.48333),None_Found,Arkansas,Clay County,United States,89.0,AR,5
1039,Calico Rock,5198,Valid,"Iron, IIAB",7275.0,Found,1938,36.08333,-92.15,"(36.08333, -92.15)",POINT (-92.15 36.08333),None_Found,Arkansas,Stone County,United States,177.0,AR,5
1040,Delaware,6640,Valid,L4,8346.0,Found,1972,35.28333,-93.5,"(35.28333, -93.5)",POINT (-93.5 35.28333),None_Found,Arkansas,Logan County,United States,161.0,AR,5
1041,Hatfield,11854,Valid,"Iron, IAB complex",21.0,Found,1941,34.48333,-94.45,"(34.48333, -94.45)",POINT (-94.45 34.48333),None_Found,Arkansas,Polk County,United States,298.0,AR,5
1042,Hope,11905,Valid,"Iron, IAB-MG",6800.0,Found,1955,33.68333,-93.6,"(33.68333, -93.6)",POINT (-93.6 33.68333),None_Found,Arkansas,Hempstead County,United States,107.0,AR,5
1043,Joe Wright Mountain,12174,Valid,"Iron, IIIAB",42600.0,Found,1884,35.76667,-91.5,"(35.76667, -91.5)",POINT (-91.5 35.76667),None_Found,Arkansas,Independence County,United States,139.0,AR,5
1044,Newport,16962,Valid,"Pallasite, PMG",5600.0,Found,1923,35.6,-91.26667,"(35.6, -91.26667)",POINT (-91.26667 35.6),None_Found,Arkansas,Jackson County,United States,69.0,AR,5
1045,Sandtown,23157,Valid,"Iron, IIIAB",9350.0,Found,1938,35.93333,-91.63333,"(35.93333, -91.63333)",POINT (-91.63333 35.93333),None_Found,Arkansas,Independence County,United States,169.0,AR,5
1046,Slovak,23647,Valid,H5,8220.0,Found,1962,34.65,-91.58333,"(34.65, -91.58333)",POINT (-91.58333 34.65),None_Found,Arkansas,Prairie County,United States,67.0,AR,5
1047,Western Arkansas,24248,Valid,"Iron, IVA",1750.0,Found,1890,35.0,-94.0,"(35.0, -94.0)",POINT (-94 35),None_Found,Arkansas,Scott County,United States,253.0,AR,5
1048,Charlotte,5328,Valid,"Iron, IVA",4300.0,Fell,1835,36.16667,-87.33333,"(36.16667, -87.33333)",POINT (-87.33333 36.16667),None_Found,Tennessee,Dickson County,United States,215.0,TN,47
1049,Drake Creek,7728,Valid,L6,5000.0,Fell,1827,36.4,-86.5,"(36.4, -86.5)",POINT (-86.5 36.4),None_Found,Tennessee,Sumner County,United States,162.0,TN,47
1050,Maryville,15436,Valid,L6,1443.0,Fell,1983,35.8,-84.1,"(35.8, -84.1)",POINT (-84.1 35.8),None_Found,Tennessee,Blount County,United States,282.0,TN,47
1051,Petersburg,18801,Valid,Eucrite-pmict,1800.0,Fell,1855,35.3,-86.63333,"(35.3, -86.63333)",POINT (-86.63333 35.3),None_Found,Tennessee,Lincoln County,United States,237.0,TN,47
1052,Babb's Mill (Blake's Iron),4915,Valid,"Iron, ungrouped",136000.0,Found,1876,36.3,-82.88333,"(36.3, -82.88333)",POINT (-82.88333 36.3),None_Found,Tennessee,Greene County,United States,365.0,TN,47
1053,Babb's Mill (Troost's Iron),4916,Valid,"Iron, ungrouped",6400.0,Found,1842,36.3,-82.88333,"(36.3, -82.88333)",POINT (-82.88333 36.3),None_Found,Tennessee,Greene County,United States,365.0,TN,47
1054,Bristol,5143,Valid,"Iron, IVA",20000.0,Found,1937,36.56667,-82.18333,"(36.56667, -82.18333)",POINT (-82.18333 36.56667),None_Found,Tennessee,Sullivan County,United States,495.0,TN,47
1055,Carthage,5282,Valid,"Iron, IIIAB",127000.0,Found,1840,36.26667,-85.98333000000002,"(36.26667, -85.98333)",POINT (-85.98333 36.26667),None_Found,Tennessee,Smith County,United States,165.0,TN,47
1056,Clinton,5381,Valid,Iron,7700.0,Found,1950,36.08333,-84.2,"(36.08333, -84.2)",POINT (-84.2 36.08333),None_Found,Tennessee,Anderson County,United States,332.0,TN,47
1057,Cookeville,5431,Valid,"Iron, IAB-ung",2300.0,Found,1913,36.16667,-85.51666999999998,"(36.16667, -85.51667)",POINT (-85.51667 36.16667),None_Found,Tennessee,Putnam County,United States,340.0,TN,47
1058,Coopertown,5438,Valid,"Iron, IIIE",16800.0,Found,1860,36.43333,-87.0,"(36.43333, -87.0)",POINT (-87 36.43333),None_Found,Tennessee,Robertson County,United States,209.0,TN,47
1059,Cosby's Creek,5450,Valid,"Iron, IAB-MG",960000.0,Found,1837,35.78333,-83.25,"(35.78333, -83.25)",POINT (-83.25 35.78333),None_Found,Tennessee,Cocke County,United States,538.0,TN,47
1060,Crab Orchard,5461,Valid,Mesosiderite-A1,48500.0,Found,1887,35.83333,-84.91667,"(35.83333, -84.91667)",POINT (-84.91667 35.83333),None_Found,Tennessee,Cumberland County,United States,477.0,TN,47
1061,Harriman (Of),11840,Valid,"Iron, IVA",30000.0,Found,1947,35.95,-84.56667,"(35.95, -84.56667)",POINT (-84.56667 35.95),None_Found,Tennessee,Morgan County,United States,308.0,TN,47
1062,Harriman (Om),11841,Valid,"Iron, IIIAB",13000.0,Found,1938,35.95,-84.56667,"(35.95, -84.56667)",POINT (-84.56667 35.95),None_Found,Tennessee,Morgan County,United States,308.0,TN,47
1063,Jackson County,12066,Valid,"Iron, IIIAB",450.0,Found,1846,36.41667,-85.5,"(36.41667, -85.5)",POINT (-85.5 36.41667),None_Found,Tennessee,Clay County,United States,295.0,TN,47
1064,Jonesboro,12201,Valid,"Iron, IVA",30.0,Found,1891,36.3,-82.46667,"(36.3, -82.46667)",POINT (-82.46667 36.3),None_Found,Tennessee,Washington County,United States,544.0,TN,47
1065,Livingston (Tennessee),14669,Valid,"Iron, IAB-ung",235.0,Found,1937,36.41667,-85.25,"(36.41667, -85.25)",POINT (-85.25 36.41667),None_Found,Tennessee,Overton County,United States,393.0,TN,47
1066,Morristown,16750,Valid,Mesosiderite-A3,16300.0,Found,1887,36.2,-83.38333,"(36.2, -83.38333)",POINT (-83.38333 36.2),None_Found,Tennessee,Hamblen County,United States,396.0,TN,47
1067,Murfreesboro,16877,Valid,"Iron, ungrouped",8600.0,Found,1847,35.83333,-86.41667,"(35.83333, -86.41667)",POINT (-86.41667 35.83333),None_Found,Tennessee,Rutherford County,United States,178.0,TN,47
1068,Palmersville,18078,Valid,H5,9979.0,Found,1908,36.4665,-88.60283000000003,"(36.4665, -88.60283)",POINT (-88.60283 36.4665),None_Found,Tennessee,Weakley County,United States,134.0,TN,47
1069,Savannah,23189,Valid,"Iron, IIIAB",60000.0,Found,1923,35.16667,-88.18333,"(35.16667, -88.18333)",POINT (-88.18333 35.16667),None_Found,Tennessee,Hardin County,United States,170.0,TN,47
1070,Smithville,23654,Valid,"Iron, IAB-MG",70500.0,Found,1840,35.98333,-85.85,"(35.98333, -85.85)",POINT (-85.85 35.98333),None_Found,Tennessee,DeKalb County,United States,323.0,TN,47
1071,Tazewell,23891,Valid,"Iron, IAB-sLH",27000.0,Found,1853,36.43333,-83.75,"(36.43333, -83.75)",POINT (-83.75 36.43333),None_Found,Tennessee,Claiborne County,United States,466.0,TN,47
1072,Claxton,5374,Valid,L6,1455.0,Fell,1984,32.1025,-81.87278,"(32.1025, -81.87278)",POINT (-81.87278 32.1025),None_Found,Georgia,Evans County,United States,55.0,GA,13
1073,Forsyth,10164,Valid,L6,16300.0,Fell,1829,33.01667,-83.96667,"(33.01667, -83.96667)",POINT (-83.96667 33.01667),None_Found,Georgia,Monroe County,United States,180.0,GA,13
1074,Lumpkin,14753,Valid,L6,340.0,Fell,1869,32.03333,-84.76666999999998,"(32.03333, -84.76667)",POINT (-84.76667 32.03333),None_Found,Georgia,Stewart County,United States,149.0,GA,13
1075,Pitts,18837,Valid,"Iron, IAB-ung",3760.0,Fell,1921,31.95,-83.51666999999998,"(31.95, -83.51667)",POINT (-83.51667 31.95),None_Found,Georgia,Wilcox County,United States,118.0,GA,13
1076,Canton,5254,Valid,"Iron, IIIAB",7030.0,Found,1894,34.2,-84.48333000000002,"(34.2, -84.48333)",POINT (-84.48333 34.2),None_Found,Georgia,Cherokee County,United States,330.0,GA,13
1077,Cedartown,5304,Valid,"Iron, IIAB",11300.0,Found,1898,34.01667,-85.26666999999998,"(34.01667, -85.26667)",POINT (-85.26667 34.01667),None_Found,Georgia,Polk County,United States,235.0,GA,13
1078,Cleveland,5379,Valid,"Iron, IIIAB",115000.0,Found,1860,34.88333,-84.78333,"(34.88333, -84.78333)",POINT (-84.78333 34.88333),None_Found,Georgia,Murray County,United States,233.0,GA,13
1079,Dalton,5509,Valid,"Iron, IIIAB",53000.0,Found,1879,34.8,-84.98333000000002,"(34.8, -84.98333)",POINT (-84.98333 34.8),None_Found,Georgia,Whitfield County,United States,240.0,GA,13
1080,Enigma,10036,Valid,H4,94.0,Found,1967,31.33333,-82.31667,"(31.33333, -82.31667)",POINT (-82.31667 31.33333),None_Found,Georgia,Pierce County,United States,45.0,GA,13
1081,Holland's Store,11896,Valid,"Iron, IIAB",12200.0,Found,1887,34.36667,-85.43333,"(34.36667, -85.43333)",POINT (-85.43333 34.36667),None_Found,Georgia,Chattooga County,United States,193.0,GA,13
1082,Jay Bird Springs,47731,Valid,Pallasite,292.0,Found,2003,32.133333,-82.983333,"(32.133333, -82.983333)",POINT (-82.983333 32.133333),None_Found,Georgia,Dodge County,United States,70.0,GA,13
1083,Locust Grove,14673,Valid,"Iron, IIAB",10000.0,Found,1857,33.33333,-84.1,"(33.33333, -84.1)",POINT (-84.1 33.33333),None_Found,Georgia,Henry County,United States,236.0,GA,13
1084,Losttown,14715,Valid,"Iron, IID",3000.0,Found,1868,34.25,-84.5,"(34.25, -84.5)",POINT (-84.5 34.25),None_Found,Georgia,Cherokee County,United States,299.0,GA,13
