,COU,Large subnational region,Land cover class,Value,Unit Code
100745,CPV,Santiago,Artificial surfaces,13.370132,KM2
100755,CPV,Santa Luzia,Wetland,0.0,KM2
100760,CPV,Santa Luzia,Artificial surfaces,0.0,KM2
100775,CPV,Fogo,Inland water,46.67953599999999,KM2
100790,CPV,Ilheu Raso,Cropland,0.0,KM2
100805,CPV,Sao Nicolau,Wetland,0.0,KM2
100810,CPV,Sao Nicolau,Shrubland,72.26053999999999,KM2
100815,CPV,Sao Nicolau,Bare area,127.90502000000001,KM2
100830,CPV,Maio,Tree cover,0.0,KM2
100835,CPV,Maio,Artificial surfaces,3.5550640000000002,KM2
100845,CPV,Ilheu Branco,Shrubland,0.0,KM2
100850,CPV,Ilheu Branco,Bare area,0.154568,KM2
100870,CPV,Brava,Cropland,11.20618,KM2
100880,CPV,Cima,Tree cover,0.0,KM2
100885,CPV,Cima,Grassland,0.0,KM2
100890,CPV,Cima,Sparse vegetation,0.0,KM2
100895,CPV,Cima,Artificial surfaces,0.0,KM2
100905,CPV,Santo Antao,Tree cover,44.82472,KM2
100920,CPV,Sal,Bare area,187.4137,KM2
100930,CPV,Rombo,Tree cover,0.0,KM2
100935,CPV,Rombo,Artificial surfaces,0.0,KM2
100940,CPV,Rombo,Bare area,0.0,KM2
100950,CYM,Little Cayman,Bare area,0.0,KM2
100965,CYM,Cayman Brac,Tree cover,29.290636000000003,KM2
100970,CYM,Grand Cayman,Tree cover,132.696628,KM2
100975,CYM,Grand Cayman,Sparse vegetation,0.0,KM2
100980,CAF,Kémo,Artificial surfaces,2.627656,KM2
100990,CAF,Sangha-Mbaéré,Bare area,0.0,KM2
101005,CAF,Basse-Kotto,Shrubland,205.03445200000002,KM2
101025,CAF,Lobaye,Cropland,776.8587679999999,KM2
101050,CAF,Mbomou,Shrubland,569.58308,KM2
101055,CAF,Mbomou,Cropland,2039.2156240000002,KM2
101060,CAF,Mbomou,Inland water,195.064816,KM2
101070,CAF,Bangui,Artificial surfaces,45.752128,KM2
101085,CAF,Ombella M'Poko,Sparse vegetation,0.0,KM2
101090,CAF,Ombella M'Poko,Bare area,0.0,KM2
101110,CAF,Nana-Gribizi,Tree cover,15493.200764000001,KM2
101115,CAF,Nana-Gribizi,Sparse vegetation,0.0,KM2
101130,CAF,Bamingui-Bangoran,Inland water,59.044976,KM2
101140,CAF,Mambéré-Kadéï,Wetland,0.0,KM2
101145,CAF,Mambéré-Kadéï,Artificial surfaces,24.267176000000003,KM2
101170,CAF,Ouham,Inland water,65.923252,KM2
101180,CAF,Vakaga,Bare area,0.0,KM2
101190,CAF,Ouaka,Wetland,0.77284,KM2
101195,CAF,Ouaka,Bare area,3.9414840000000004,KM2
101200,CAF,Ouaka,Inland water,72.26053999999999,KM2
101205,TCD,Daraba,Cropland,13742.950015999999,KM2
101210,TCD,Daraba,Bare area,6.0281519999999995,KM2
101220,TCD,Lac Iro,Artificial surfaces,0.540988,KM2
101230,TCD,Borkou,Shrubland,21.794088,KM2
101235,TCD,Borkou,Cropland,127.673168,KM2
101240,TCD,Borkou,Artificial surfaces,0.231852,KM2
101245,TCD,Borkou,Bare area,253749.725844,KM2
101260,TCD,Logone Oriental,Wetland,1.854816,KM2
101265,TCD,Tibesti,Shrubland,0.0,KM2
101270,TCD,Mayo-Boneye,Cropland,5776.7471479999995,KM2
101290,TCD,Kabia,Bare area,0.154568,KM2
101295,TCD,Kabia,Inland water,79.52523599999999,KM2
101305,TCD,Mandoul,Tree cover,9216.039716000001,KM2
101310,TCD,Mandoul,Sparse vegetation,0.0,KM2
101315,TCD,Mandoul,Cropland,5975.6761639999995,KM2
101330,TCD,Kanem,Sparse vegetation,19850.627252,KM2
101340,TCD,Assongha,Bare area,0.0,KM2
101345,TCD,Mayo-Dala,Grassland,0.309136,KM2
101360,TCD,Lac,Cropland,2382.2793,KM2
101365,TCD,Lac,Bare area,793.861248,KM2
101385,TCD,Guera,Tree cover,1482.8481080000001,KM2
101390,TCD,Guera,Shrubland,22728.606128000003,KM2
101395,TCD,Guera,Artificial surfaces,2.395804,KM2
101400,TCD,Guera,Bare area,0.0,KM2
101420,TCD,Barl El Gazal,Tree cover,0.231852,KM2
101425,TCD,Barl El Gazal,Shrubland,573.679132,KM2
101430,TCD,Barl El Gazal,Inland water,3.400496,KM2
101455,TCD,Tandjile Ouest,Artificial surfaces,4.714324,KM2
101470,TCD,Ouaddai,Inland water,0.38642,KM2
101480,TCD,Batha Ouest,Shrubland,462.003752,KM2
101485,TCD,Batha Ouest,Artificial surfaces,0.0,KM2
101490,TCD,Batha Ouest,Bare area,8420.169084,KM2
101505,TCD,Ennedi,Grassland,2293.325416,KM2
101510,TCD,Logone Occidental,Sparse vegetation,0.0,KM2
101540,TCD,Barh Koh,Shrubland,13266.803292,KM2
101545,TCD,Barh Koh,Sparse vegetation,0.0,KM2
101550,TCD,Baguirmi,Artificial surfaces,5.950868000000001,KM2
101555,TCD,Baguirmi,Bare area,0.0,KM2
101580,TCD,Batha Est,Wetland,0.0,KM2
101585,TCD,Batha Est,Cropland,6189.9074120000005,KM2
101600,TCD,Salamat,Grassland,115.15316,KM2
101615,TCD,Hadjer Lamis,Wetland,849.505728,KM2
101620,TCD,Hadjer Lamis,Shrubland,554.12628,KM2
101630,CHN,Shanxi Sheng,Shrubland,0.077284,KM2
101635,CHN,Shanxi Sheng,Inland water,271.962396,KM2
101645,CHN,Anhui Sheng,Grassland,181.77196800000002,KM2
101660,CHN,Guangxi Zhuangzu Zizhiqu,Artificial surfaces,2496.9687559999998,KM2
101665,CHN,Guangxi Zhuangzu Zizhiqu,Bare area,0.154568,KM2
101685,CHN,Hebei Sheng,Wetland,504.200816,KM2
101690,CHN,Hebei Sheng,Inland water,1720.032704,KM2
101705,CHN,Yunnan Sheng,Inland water,1617.0131319999998,KM2
101720,CHN,Guizhou Sheng,Shrubland,44.592868,KM2
101725,CHN,Guizhou Sheng,Artificial surfaces,1131.82418,KM2
101740,CHN,Nei Mongol Zizhiqu,Sparse vegetation,118020.93738799999,KM2
101745,CHN,Nei Mongol Zizhiqu,Bare area,280352.578892,KM2
101750,CHN,Nei Mongol Zizhiqu,Inland water,5559.192687999999,KM2
101765,CHN,Sichuan Sheng,Tree cover,177263.142156,KM2
101770,CHN,Sichuan Sheng,Shrubland,100.005496,KM2
101775,CHN,Sichuan Sheng,Artificial surfaces,3749.278692,KM2
101785,CHN,Liaoning Sheng,Sparse vegetation,390.36148399999996,KM2
101790,CHN,Liaoning Sheng,Artificial surfaces,6508.394776,KM2
101810,CHN,Jilin Sheng,Shrubland,196.842348,KM2
101815,CHN,Jilin Sheng,Cropland,100049.470596,KM2
101820,CHN,Jilin Sheng,Inland water,2694.89308,KM2
101825,CHN,Hunan Sheng,Grassland,139.729472,KM2
101830,CHN,Hunan Sheng,Bare area,0.0,KM2
101865,CHN,Chongqing Shi,Inland water,822.456328,KM2
101890,CHN,Jiangxi Sheng,Artificial surfaces,2986.717464,KM2
101895,CHN,Tianjin Shi,Tree cover,263.77029200000004,KM2
101900,CHN,Tianjin Shi,Shrubland,0.0,KM2
101905,CHN,Tianjin Shi,Sparse vegetation,21.948656,KM2
101910,CHN,Xizang Zizhiqu,Tree cover,50237.459508,KM2
101930,CHN,Hainan Sheng,Inland water,1025.0949759999999,KM2
101950,CHN,Fujian Sheng,Cropland,41283.798972,KM2
101965,CHN,Heilongjiang Sheng,Shrubland,298.31624,KM2
101970,CHN,Heilongjiang Sheng,Sparse vegetation,683.9634,KM2
101975,CHN,Heilongjiang Sheng,Cropland,209005.99947599997,KM2
101980,CHN,Heilongjiang Sheng,Artificial surfaces,8136.845940000001,KM2
101995,CHN,Guangdong Sheng,Grassland,372.50888,KM2
102000,CHN,Xinjiang Uygur Zizhiqu,Wetland,3389.212536,KM2
102010,CHN,Beijing Shi,Wetland,1.854816,KM2
102020,CHN,Shandong Sheng,Cropland,127533.824948,KM2
102030,CHN,Shaanxi Sheng,Shrubland,14.683959999999999,KM2
102055,COM,Moheli,Wetland,0.0,KM2
102060,COM,Moheli,Cropland,0.0,KM2
102065,COM,Moheli,Artificial surfaces,1.468396,KM2
102085,COM,Ngazidja,Cropland,168.633688,KM2
102090,COM,Ngazidja,Inland water,14.838528,KM2
102105,COM,Anjouan,Sparse vegetation,0.0,KM2
102110,COM,Anjouan,Inland water,13.679268,KM2
102135,COG,Cuvette-Ouest,Grassland,2610.576236,KM2
102140,COG,Cuvette-Ouest,Sparse vegetation,0.0,KM2
102165,COG,Likouala,Sparse vegetation,0.0,KM2
102185,COG,Kouilou,Shrubland,461.23091200000005,KM2
102190,COG,Kouilou,Sparse vegetation,0.0,KM2
102195,COG,Kouilou,Artificial surfaces,4.714324,KM2
102200,COG,Cuvette,Tree cover,37955.563512,KM2
102210,COG,Lekoumou,Artificial surfaces,2.7822240000000003,KM2
102215,COG,Plateaux,Bare area,0.0,KM2
102220,COG,Bouenza,Grassland,72.956096,KM2
102225,COG,Bouenza,Cropland,5291.790048,KM2
102270,CIV,Lacs,Wetland,0.0,KM2
102275,CIV,Lacs,Shrubland,487.50747200000006,KM2
102285,CIV,District autonome de Yamoussoukro,Shrubland,35.241504,KM2
102290,CIV,Lagunes,Wetland,1.854816,KM2
102295,CIV,Lagunes,Sparse vegetation,0.0,KM2
102320,CIV,Savanes,Grassland,0.154568,KM2
102325,CIV,Savanes,Cropland,11998.881988,KM2
102335,CIV,Bas Sassandra,Inland water,437.96842799999996,KM2
102355,CIV,Gôh-Djiboua,Tree cover,147.767008,KM2
102360,CIV,Gôh-Djiboua,Sparse vegetation,0.0,KM2
102365,CIV,Gôh-Djiboua,Artificial surfaces,149.85367599999998,KM2
102370,CIV,Woroba,Bare area,0.0,KM2
102380,CIV,District autonome de Abidjan,Tree cover,163.764796,KM2
102385,CIV,District autonome de Abidjan,Grassland,1.7775320000000001,KM2
102390,CIV,District autonome de Abidjan,Shrubland,5.100744,KM2
102405,CIV,Comoe,Sparse vegetation,0.0,KM2
102410,CIV,Comoe,Artificial surfaces,151.012936,KM2
102415,CIV,Comoe,Inland water,592.845564,KM2
102445,CUB,Ciego De Avila,Wetland,154.02701199999998,KM2
102450,CUB,Ciego De Avila,Artificial surfaces,32.07286,KM2
102465,CUB,Camaguey,Wetland,604.824584,KM2
102485,CUB,Santiago De Cuba,Tree cover,3483.499016,KM2
102490,CUB,Santiago De Cuba,Grassland,416.328908,KM2
102495,CUB,Santiago De Cuba,Wetland,44.902004000000005,KM2
102505,CUB,Isla De La Juventud,Bare area,1.468396,KM2
102515,CUB,Granma,Grassland,71.564984,KM2
102535,CUB,Holguin,Wetland,86.789932,KM2
102540,CUB,Holguin,Inland water,141.81614000000002,KM2
102555,CUB,Pinar Del Rio,Tree cover,6102.0355039999995,KM2
102560,CUB,Pinar Del Rio,Wetland,37.250887999999996,KM2
102565,CUB,Pinar Del Rio,Shrubland,0.0,KM2
102570,CUB,Pinar Del Rio,Artificial surfaces,42.274347999999996,KM2
102585,CUB,Las Tunas,Wetland,108.274884,KM2
102600,CUB,Ciudad De La Habana,Sparse vegetation,0.0,KM2
102605,CUB,La Habana,Tree cover,1411.59226,KM2
102610,CUB,La Habana,Grassland,180.303572,KM2
102615,CUB,La Habana,Cropland,3805.5414439999995,KM2
102625,CUB,Matanzas,Grassland,732.884172,KM2
102630,CUB,Matanzas,Wetland,204.184328,KM2
102640,CUB,Guantanamo,Sparse vegetation,0.231852,KM2
102645,CUB,Guantanamo,Inland water,72.569676,KM2
102655,PRK,Hwanghae-bukto,Sparse vegetation,3.09136,KM2
102670,PRK,Hamgyong-namdo,Sparse vegetation,86.63536400000001,KM2
102675,PRK,Hamgyong-namdo,Cropland,4036.697888,KM2
102680,PRK,Hamgyong-namdo,Bare area,41.965212,KM2
102705,PRK,P'yongan-namdo,Grassland,22.489644,KM2
102710,PRK,P'yongan-namdo,Sparse vegetation,12.906428000000002,KM2
102725,PRK,Yanggang-do,Sparse vegetation,14.142972,KM2
102740,PRK,Hamgyong-bukto,Wetland,14.29754,KM2
102750,PRK,P'yongan-bukto,Bare area,24.189892,KM2
102755,PRK,P'yongan-bukto,Inland water,390.979756,KM2
102775,PRK,Kaesong-si,Tree cover,409.837052,KM2
102780,PRK,Kaesong-si,Cropland,824.697564,KM2
102785,PRK,Kaesong-si,Artificial surfaces,10.04692,KM2
102800,COD,Orientale,Shrubland,595.009516,KM2
102805,COD,Orientale,Artificial surfaces,143.90280800000002,KM2
102810,COD,Orientale,Bare area,3.9414840000000004,KM2
102815,COD,Orientale,Inland water,5270.459664,KM2
102835,COD,Sud-Kivu,Wetland,828.329912,KM2
102845,COD,Nord-Kivu,Shrubland,70.405724,KM2
102850,COD,Nord-Kivu,Cropland,17463.169924,KM2
102865,COD,Bas-Congo,Artificial surfaces,109.51142800000001,KM2
102870,COD,Kinshasa,Grassland,24.112607999999998,KM2
102875,COD,Kinshasa,Wetland,105.87908,KM2
102880,COD,Kinshasa,Shrubland,111.67538,KM2
102910,COD,Bandundu,Cropland,21908.391035999997,KM2
102915,COD,Bandundu,Artificial surfaces,182.312956,KM2
102920,COD,Bandundu,Bare area,46.60225200000001,KM2
102925,COD,Kasai Occidental,Wetland,211.29445600000003,KM2
102930,COD,Katanga,Tree cover,368509.04658,KM2
102935,COD,Katanga,Sparse vegetation,0.154568,KM2
102955,COD,Equateur,Tree cover,340248.065312,KM2
102965,DJI,Tadjourah,Artificial surfaces,0.0,KM2
102975,DJI,Ali Sabieh,Tree cover,0.154568,KM2
102980,DJI,Ali Sabieh,Shrubland,149.776392,KM2
102995,DJI,Obock,Sparse vegetation,344.99577600000003,KM2
103000,DJI,Obock,Cropland,16.847912,KM2
103020,DJI,Dikhil,Shrubland,46.215832000000006,KM2
103040,DMA,St. David,Tree cover,186.79542800000002,KM2
103045,DMA,St. David,Grassland,0.0,KM2
103050,DMA,St. David,Sparse vegetation,1.313828,KM2
103060,DMA,St. George,Wetland,0.0,KM2
103085,DMA,St. Patrick,Artificial surfaces,0.077284,KM2
103095,DMA,St. Mark,Tree cover,3.400496,KM2
103105,DMA,St. John,Artificial surfaces,0.463704,KM2
103110,DMA,St. John,Inland water,1.313828,KM2
103120,DMA,St. Joseph,Bare area,0.0,KM2
103135,DMA,St. Luke,Tree cover,6.337288000000001,KM2
103140,DMA,St. Luke,Cropland,0.0,KM2
103180,DOM,San Cristobal,Sparse vegetation,0.0,KM2
103185,DOM,San Cristobal,Artificial surfaces,45.67484400000001,KM2
103210,DOM,Azua,Tree cover,1226.651648,KM2
103215,DOM,Azua,Cropland,1131.9787479999998,KM2
103250,DOM,Dajabon,Sparse vegetation,0.0,KM2
103255,DOM,San Juan,Tree cover,1131.43776,KM2
103275,DOM,Valverde,Sparse vegetation,0.0,KM2
103280,DOM,Valverde,Cropland,536.5055279999999,KM2
103295,DOM,Peravia,Shrubland,0.38642,KM2
103300,DOM,Peravia,Artificial surfaces,23.95804,KM2
103305,DOM,Maria Trinidad Sanches,Inland water,6.105436,KM2
103330,DOM,Santo Domingo,Shrubland,0.0,KM2
103335,DOM,Pedernales,Cropland,303.648836,KM2
103340,DOM,Pedernales,Artificial surfaces,5.719016,KM2
103365,DOM,Hato Mayor,Inland water,5.02346,KM2
103375,DOM,Santiago Rodriguez,Sparse vegetation,0.0,KM2
103385,DOM,Puerto Plata,Shrubland,0.0,KM2
103400,DOM,San Pedro de Macoris,Tree cover,148.462564,KM2
103405,DOM,San Pedro de Macoris,Inland water,6.337288000000001,KM2
103420,DOM,La Romana,Shrubland,0.0,KM2
103425,DOM,La Romana,Bare area,0.0,KM2
103445,DOM,La Altagracia,Grassland,914.810708,KM2
103450,DOM,La Altagracia,Wetland,24.499028,KM2
103465,DOM,Elias Pina,Cropland,482.63858,KM2
103470,DOM,Elias Pina,Inland water,0.0,KM2
103480,DOM,San José de Ocoa,Grassland,0.154568,KM2
103505,DOM,Monsenor Nouel,Tree cover,743.240228,KM2
103515,DOM,La Vega,Cropland,627.468796,KM2
103520,DOM,Independencia,Cropland,344.60935600000005,KM2
103530,DOM,Monte Cristi,Tree cover,295.456732,KM2
103535,DOM,Monte Cristi,Wetland,260.524364,KM2
103550,DOM,Salcedo,Shrubland,0.0,KM2
103555,DOM,Salcedo,Sparse vegetation,0.0,KM2
103560,DOM,Salcedo,Inland water,0.0,KM2
103565,DOM,Monte Plata,Grassland,1.3911120000000001,KM2
103580,ECU,Zona No Delimitada,Tree cover,444.846704,KM2
103595,ECU,Pastaza,Bare area,0.38642,KM2
103620,ECU,Sucumbios,Bare area,1.6229639999999999,KM2
103630,ECU,Los Rios,Grassland,449.09732399999996,KM2
103635,ECU,Los Rios,Sparse vegetation,0.850124,KM2
103640,ECU,Los Rios,Artificial surfaces,42.815335999999995,KM2
103660,ECU,Tungurahua,Bare area,11.438032,KM2
103675,ECU,Azuay,Sparse vegetation,42.583484000000006,KM2
103680,ECU,Azuay,Artificial surfaces,94.363764,KM2
103700,ECU,Pichincha,Tree cover,5135.289948000001,KM2
103705,ECU,Pichincha,Wetland,57.422012,KM2
103710,ECU,Pichincha,Sparse vegetation,2.473088,KM2
103715,ECU,Pichincha,Bare area,35.473355999999995,KM2
103720,ECU,Cotopaxi,Shrubland,1241.103756,KM2
103725,ECU,Cotopaxi,Bare area,23.494336,KM2
103730,ECU,Orellana,Shrubland,13.370132,KM2
103735,ECU,Orellana,Cropland,959.171724,KM2
103760,ECU,Loja,Tree cover,6171.591104,KM2
103765,ECU,Esmeraldas,Grassland,6.18272,KM2
103770,ECU,Zamora Chinchipe,Shrubland,113.22106,KM2
103775,ECU,Zamora Chinchipe,Artificial surfaces,7.496548000000001,KM2
103795,ECU,Napo,Cropland,205.96186,KM2
103800,ECU,Napo,Bare area,22.953348,KM2
103805,ECU,Bolivar,Artificial surfaces,6.800992,KM2
103820,ECU,Canar,Inland water,2.7049399999999997,KM2
103835,ECU,Chimborazo,Shrubland,2094.705536,KM2
103875,ECU,Galapagos,Sparse vegetation,73.883504,KM2
103880,ECU,Galapagos,Artificial surfaces,9.351364,KM2
103890,ECU,Santo Domingo de los Tsachilas,Wetland,0.077284,KM2
103895,ECU,Santo Domingo de los Tsachilas,Artificial surfaces,73.4198,KM2
103900,ECU,Santa Elena,Sparse vegetation,71.10128,KM2
103910,ECU,Guayas,Sparse vegetation,42.197064000000005,KM2
103915,ECU,Guayas,Inland water,980.965812,KM2
103925,ECU,Morona Santiago,Wetland,64.37757200000001,KM2
103930,ECU,Morona Santiago,Shrubland,257.123868,KM2
103935,ECU,Morona Santiago,Inland water,63.7593,KM2
103950,EGY,Aswan,Tree cover,0.927408,KM2
103955,EGY,Aswan,Wetland,0.0,KM2
103960,EGY,Aswan,Artificial surfaces,70.096588,KM2
103970,EGY,Dakahlia,Tree cover,0.0,KM2
103975,EGY,Dakahlia,Cropland,3267.799372,KM2
103990,EGY,Alexandria,Artificial surfaces,280.92734,KM2
103995,EGY,Alexandria,Inland water,169.020108,KM2
104025,EGY,Suez,Bare area,8920.196564,KM2
104045,EGY,Suhag,Artificial surfaces,72.10597200000001,KM2
104050,EGY,Suhag,Inland water,68.00992000000001,KM2
104055,EGY,Port Said,Sparse vegetation,3.5550640000000002,KM2
104060,EGY,Port Said,Cropland,688.677724,KM2
104065,EGY,Port Said,Artificial surfaces,21.794088,KM2
104070,EGY,Port Said,Bare area,12.288156,KM2
104080,EGY,Behera,Wetland,30.295328,KM2
104085,EGY,Giza,Grassland,0.0,KM2
104090,EGY,Giza,Sparse vegetation,63.682016,KM2
104095,EGY,Giza,Bare area,34199.561111999996,KM2
104105,EGY,Beni Suef,Shrubland,0.231852,KM2
104110,EGY,Beni Suef,Sparse vegetation,28.440512000000002,KM2
104115,EGY,Beni Suef,Bare area,9132.804848,KM2
104130,EGY,Luxor,Shrubland,0.309136,KM2
104135,EGY,Luxor,Sparse vegetation,18.780012,KM2
104140,EGY,Luxor,Inland water,17.311616,KM2
104165,EGY,Kafr El-Shikh,Cropland,2899.6183960000003,KM2
104170,EGY,North Sinai,Wetland,42.738051999999996,KM2
104200,EGY,South Sinai,Tree cover,0.38642,KM2
104205,EGY,South Sinai,Artificial surfaces,27.899524,KM2
104210,EGY,South Sinai,Inland water,37.09632,KM2
104215,EGY,Matrouh,Tree cover,0.077284,KM2
104220,EGY,Matrouh,Inland water,125.045512,KM2
104225,EGY,Assiut,Bare area,14444.997872,KM2
104240,EGY,Menia,Bare area,28543.840708,KM2
104260,EGY,Fayoum,Cropland,1805.7406600000002,KM2
104270,EGY,New Valley,Shrubland,0.463704,KM2
104275,EGY,Cairo,Tree cover,0.0,KM2
104280,EGY,Cairo,Wetland,0.0,KM2
104285,EGY,Cairo,Shrubland,0.38642,KM2
104290,EGY,Cairo,Cropland,29.058784,KM2
104330,EGY,Kalyoubia,Grassland,0.0,KM2
104335,EGY,Kalyoubia,Wetland,1.004692,KM2
104345,EGY,Menoufia,Wetland,0.0,KM2
104365,EGY,Ismailia,Tree cover,0.0,KM2
104370,EGY,Ismailia,Artificial surfaces,42.197064000000005,KM2
104385,SLV,Usulutan,Artificial surfaces,12.906428000000002,KM2
104395,SLV,San Miguel,Tree cover,1470.637236,KM2
104400,SLV,San Miguel,Bare area,4.63704,KM2
104410,SLV,Cuscatlan,Grassland,0.38642,KM2
104415,SLV,Cuscatlan,Bare area,0.0,KM2
104425,SLV,Chalatenango,Cropland,307.20390000000003,KM2
104430,SLV,Chalatenango,Artificial surfaces,4.868892000000001,KM2
104445,SLV,La Union,Sparse vegetation,0.0,KM2
104450,SLV,La Union,Inland water,19.089148,KM2
104470,SLV,Santa Ana,Wetland,2.395804,KM2
104475,SLV,Santa Ana,Sparse vegetation,0.0,KM2
104490,SLV,La Paz,Grassland,0.850124,KM2
104495,SLV,La Paz,Bare area,0.0,KM2
104510,SLV,La Libertad,Inland water,5.178027999999999,KM2
104525,SLV,Ahuachapan,Grassland,7.187412,KM2
104530,SLV,Ahuachapan,Shrubland,2.086668,KM2
104545,SLV,San Vicente,Sparse vegetation,0.0,KM2
104570,SLV,Cabanas,Sparse vegetation,0.0,KM2
104585,GNQ,Welenzas,Inland water,0.0,KM2
104600,GNQ,Kientem,Shrubland,0.0,KM2
104605,GNQ,Kientem,Sparse vegetation,0.0,KM2
104610,GNQ,Kientem,Cropland,1200.529656,KM2
104615,GNQ,Bioko Sur,Bare area,0.0,KM2
104655,ERI,Anseba,Inland water,0.0,KM2
104665,ERI,Maekel,Grassland,58.503988,KM2
104670,ERI,Maekel,Bare area,0.231852,KM2
104680,ERI,Archipelagos,Grassland,75.81560400000001,KM2
104685,ERI,Archipelagos,Wetland,100.778336,KM2
104700,ERI,Semenawi Keih Bahri,Grassland,4797.79072,KM2
104705,ERI,Semenawi Keih Bahri,Artificial surfaces,76.433876,KM2
104725,ETH,Tigray,Tree cover,6878.121432,KM2
104730,ETH,Tigray,Grassland,1369.240628,KM2
104735,ETH,Tigray,Wetland,1.9320999999999997,KM2
104745,ETH,SNNPR,Shrubland,25067.374536,KM2
104755,ETH,Beneshangul Gumu,Inland water,86.326228,KM2
104770,ETH,Afar,Inland water,721.2915720000001,KM2
104775,ETH,Dire Dawa,Inland water,0.0,KM2
104790,ETH,Oromia,Tree cover,85882.23142,KM2
104800,ETH,Amhara,Sparse vegetation,0.0,KM2
104815,ETH,Somali,Shrubland,217391.15890799998,KM2
104830,ETH,Addis Ababa,Wetland,0.0,KM2
104845,ETH,Hareri,Sparse vegetation,0.0,KM2
104850,ETH,Hareri,Bare area,0.0,KM2
104855,ETH,Hareri,Inland water,0.0,KM2
104875,FRO,Administrative unit not available,Bare area,5.719016,KM2
104895,FLK,Administrative unit not available,Tree cover,817.2783000000001,KM2
104900,FLK,Administrative unit not available,Shrubland,231.774716,KM2
104915,FJI,Eastern,Wetland,0.0,KM2
104925,FJI,Central,Tree cover,3702.7537239999997,KM2
104940,PYF,Administrative unit not available,Wetland,0.0,KM2
104950,GAB,Moyen-Ogooue,Tree cover,14569.502396,KM2
104955,GAB,Moyen-Ogooue,Wetland,3.9414840000000004,KM2
104960,GAB,Moyen-Ogooue,Sparse vegetation,0.0,KM2
104965,GAB,Moyen-Ogooue,Bare area,0.0,KM2
104980,GAB,Ogooue-Ivindo,Artificial surfaces,6.18272,KM2
104985,GAB,Ogooue-Ivindo,Inland water,115.075876,KM2
104995,GAB,Estuaire,Cropland,1449.8478400000001,KM2
105010,GAB,Woleu-Ntem,Sparse vegetation,0.0,KM2
105015,GAB,Ogooue-Maritime,Shrubland,191.896172,KM2
105025,GAB,Ngounie,Shrubland,1544.7525919999998,KM2
105030,GAB,Ngounie,Artificial surfaces,16.847912,KM2
105035,GAB,Nyanga,Tree cover,16694.348692000003,KM2
105060,GAB,Haut-Ogooue,Artificial surfaces,22.489644,KM2
105075,GMB,Central River,Inland water,108.73858800000001,KM2
105090,GMB,North Bank,Grassland,1.15926,KM2
105095,GMB,North Bank,Bare area,0.0,KM2
105105,GMB,Lower River,Grassland,1.236544,KM2
105110,GMB,Lower River,Bare area,12.829144,KM2
105120,GMB,West Coast,Grassland,0.618272,KM2
105125,GMB,West Coast,Wetland,6.6464240000000006,KM2
105140,GEO,Samtskhe-Javakheti,Bare area,22.876064,KM2
105145,GEO,Samtskhe-Javakheti,Inland water,86.55807999999999,KM2
105195,GEO,Kakheti,Shrubland,1014.0433640000002,KM2
105220,GEO,Imereti,Sparse vegetation,0.38642,KM2
105235,GEO,Racha-Lechkhumi and Kvemo (lower) Svaneti,Bare area,173.34801199999998,KM2
105255,GEO,Abkhazia Aut. Rep.,Tree cover,6040.362872000001,KM2
105260,GEO,Abkhazia Aut. Rep.,Wetland,4.327904,KM2
105265,GEO,Abkhazia Aut. Rep.,Sparse vegetation,64.45485599999999,KM2
105280,GEO,Samergelo and Zemo (upper) Svaneti,Tree cover,3364.17252,KM2
105295,GEO,Tbilisi,Tree cover,24.653596,KM2
105300,GEO,Tbilisi,Wetland,0.0,KM2
105305,GEO,Tbilisi,Cropland,67.23708,KM2
105310,GEO,Tbilisi,Inland water,11.97902,KM2
105330,GHA,Ashanti,Wetland,0.0,KM2
105335,GHA,Greater Accra,Cropland,2084.890468,KM2
105345,GHA,Upper West,Inland water,2.31852,KM2
105350,GHA,Central,Tree cover,788.219516,KM2
105355,GHA,Central,Cropland,8561.985223999998,KM2
105365,GHA,Upper East,Wetland,0.0,KM2
105370,GHA,Upper East,Bare area,0.0,KM2
105380,GHA,Eastern,Shrubland,622.986324,KM2
105385,GHA,Eastern,Bare area,7.187412,KM2
105395,GHA,Brong Ahafo,Tree cover,24047.457588,KM2
105400,GHA,Brong Ahafo,Artificial surfaces,279.458944,KM2
105405,GHA,Western,Artificial surfaces,245.06756399999998,KM2
105410,GHA,Western,Inland water,24.499028,KM2
105425,GHA,Northern,Tree cover,36443.579336,KM2
105430,GHA,Northern,Cropland,18761.154704000004,KM2
105435,GIB,Administrative unit not available,Grassland,0.0,KM2
105455,GRL,Ostgronland,Bare area,843475.25748,KM2
105480,GRD,St. Patrick's,Wetland,0.0,KM2
105485,GRD,St. Patrick's,Shrubland,0.0,KM2
105490,GRD,St. Patrick's,Cropland,0.618272,KM2
105500,GRD,St. John's,Inland water,0.38642,KM2
105505,GRD,St. Andrew's,Tree cover,81.84375599999998,KM2
105520,GRD,Name Unknown,Artificial surfaces,0.154568,KM2
105525,GRD,Name Unknown,Bare area,0.0,KM2
105555,GTM,Huehuetenango,Tree cover,5891.977592000001,KM2
105565,GTM,Quetzaltenango,Shrubland,0.0,KM2
105570,GTM,Quetzaltenango,Inland water,4.405188,KM2
105600,GTM,Santa Rosa,Cropland,714.5678640000001,KM2
105605,GTM,Santa Rosa,Inland water,28.749648,KM2
105625,GTM,Quiché,Wetland,20.712111999999998,KM2
