name,id,nametype,recclass,mass_grams,fall,year,reclat,reclong,geolocation,geometry,state_abbrev,state,county,country,elevation
Lake Murray,12446,Valid,"Iron, IIAB",270000.0,Found,1933,34.1,-97.0,"(34.1, -97.0)",POINT (-97 34.1),None_Found,Oklahoma,Carter County,United States,0.0
Laketon,12448,Valid,L6,3600.0,Found,1937,35.56667,-100.66667,"(35.56667, -100.66667)",POINT (-100.66667 35.56667),None_Found,Texas,Gray County,United States,0.0
Lakeview,12449,Valid,H4,1238.0,Found,1970,34.53333,-101.7,"(34.53333, -101.7)",POINT (-101.7 34.53333),None_Found,Texas,Swisher County,United States,0.0
Lakewood,12450,Valid,L6,46500.0,Found,1955,32.62972,-104.35,"(32.62972, -104.35)",POINT (-104.35 32.62972),None_Found,New Mexico,Eddy County,United States,0.0
Lamesa,12452,Valid,"Iron, IAB-sLM",16900.0,Found,1981,32.88333,-101.88333,"(32.88333, -101.88333)",POINT (-101.88333 32.88333),None_Found,Texas,Dawson County,United States,0.0
Lamont,12453,Valid,Mesosiderite,38690.0,Found,1940,38.07778,-96.02639,"(38.07778, -96.02639)",POINT (-96.02639 38.07778),None_Found,Kansas,Greenwood County,United States,0.0
Lancaster County,12454,Valid,Iron,13000.0,Found,1903,40.66667,-96.75,"(40.66667, -96.75)",POINT (-96.75 40.66667),None_Found,Nebraska,Lancaster County,United States,0.0
Landes,12457,Valid,"Iron, IAB-MG",69800.0,Found,1930,38.9,-79.18333,"(38.9, -79.18333)",POINT (-79.18333 38.9),None_Found,West Virginia,Grant County,United States,0.0
Lanton,12463,Valid,"Iron, IIIAB",13780.0,Found,1932,36.53333,-91.8,"(36.53333, -91.8)",POINT (-91.8 36.53333),None_Found,Missouri,Howell County,United States,0.0
Larned,50998,Valid,Aubrite-an,28100.0,Found,1977,38.1995,-99.162,"(38.1995, -99.162)",POINT (-99.162 38.1995),None_Found,Kansas,Pawnee County,United States,0.0
Las Colonas,12733,Valid,Howardite,148.0,Found,1994,22.58333,-101.98333000000001,"(22.58333, -101.98333)",POINT (-101.98333 22.58333),None_Found,Zacatecas,Villa González Ortega,México,0.0
Lasher Creek,12735,Valid,Iron,639.5,Found,1948,42.83333,-74.5,"(42.83333, -74.5)",POINT (-74.5 42.83333),None_Found,New York,Montgomery County,United States,0.0
Laughlin,53492,Valid,H5,10.0,Found,2008,35.16867,-114.455,"(35.16867, -114.455)",POINT (-114.455 35.16867),None_Found,Arizona,Mohave County,United States,0.0
Laurens County,12741,Valid,"Iron, ungrouped",2150.0,Found,1857,34.5,-82.03333,"(34.5, -82.03333)",POINT (-82.03333 34.5),None_Found,South Carolina,Laurens County,United States,0.0
Lawrence,12744,Valid,L6,515.0,Found,1928,38.96667,-95.16667,"(38.96667, -95.16667)",POINT (-95.16667 38.96667),None_Found,Kansas,Douglas County,United States,0.0
Lazbuddie,12746,Valid,LL5,8600.0,Found,1970,34.5,-102.75,"(34.5, -102.75)",POINT (-102.75 34.5),None_Found,Texas,Parmer County,United States,0.0
Lea County 001,12750,Valid,H5,498.0,Found,1988,32.03333,-103.15,"(32.03333, -103.15)",POINT (-103.15 32.03333),None_Found,New Mexico,Lea County,United States,0.0
Lea County 002,12751,Valid,K3,11.0,Found,1988,32.03333,-103.16667,"(32.03333, -103.16667)",POINT (-103.16667 32.03333),None_Found,New Mexico,Lea County,United States,0.0
Lea County 003,12752,Valid,H4,4.91,Found,1999,32.04333,-103.15333000000001,"(32.04333, -103.15333)",POINT (-103.15333 32.04333),None_Found,New Mexico,Lea County,United States,0.0
Leander,12753,Valid,L4,760.0,Found,1940,30.6,-97.9,"(30.6, -97.9)",POINT (-97.9 30.6),None_Found,Texas,Williamson County,United States,0.0
Lemmon,12762,Valid,H5,6680.0,Found,1984,45.93333,-102.18333,"(45.93333, -102.18333)",POINT (-102.18333 45.93333),None_Found,South Dakota,Perkins County,United States,0.0
Leon,12764,Valid,H5,30000.0,Found,1943,37.66667,-96.76666999999999,"(37.66667, -96.76667)",POINT (-96.76667 37.66667),None_Found,Kansas,Butler County,United States,0.0
Leoville,12766,Valid,CV3,8100.0,Found,1961,39.63333,-100.46722,"(39.63333, -100.46722)",POINT (-100.46722 39.63333),None_Found,Kansas,Decatur County,United States,0.0
Leoville (b),12767,Valid,OC,2500.0,Found,1969,39.60833,-100.475,"(39.60833, -100.475)",POINT (-100.475 39.60833),None_Found,Kansas,Decatur County,United States,0.0
Leslie,12771,Valid,H5,895.0,Found,1968,34.61139,-100.855,"(34.61139, -100.855)",POINT (-100.855 34.61139),None_Found,Texas,Hall County,United States,0.0
Lewiston,14643,Valid,H4,4416.0,Found,1983,34.00833,-103.60278000000001,"(34.00833, -103.60278)",POINT (-103.60278 34.00833),None_Found,New Mexico,Roosevelt County,United States,0.0
Lexington County,14644,Valid,"Iron, IAB-MG",4760.0,Found,1880,34.0,-81.25,"(34.0, -81.25)",POINT (-81.25 34),None_Found,South Carolina,Lexington County,United States,0.0
Lick Creek,14647,Valid,"Iron, IIAB",1240.0,Found,1879,35.66667,-80.25,"(35.66667, -80.25)",POINT (-80.25 35.66667),None_Found,North Carolina,Davidson County,United States,0.0
Lider (a),14648,Valid,L5,2160.0,Found,1972,34.655,-101.64,"(34.655, -101.64)",POINT (-101.64 34.655),None_Found,Texas,Swisher County,United States,0.0
Lider (b),14649,Valid,H5,1800.0,Found,1972,34.655,-101.64,"(34.655, -101.64)",POINT (-101.64 34.655),None_Found,Texas,Swisher County,United States,0.0
Lime Creek,14651,Valid,"Iron, IAB-ung",20000.0,Found,1834,31.55,-87.51666999999999,"(31.55, -87.51667)",POINT (-87.51667 31.55),None_Found,Alabama,Monroe County,United States,0.0
Lincoln County,14654,Valid,L6,4500.0,Found,1937,39.36667,-103.16667,"(39.36667, -103.16667)",POINT (-103.16667 39.36667),None_Found,Colorado,Lincoln County,United States,0.0
Linville,14656,Valid,"Iron, IAB-sHH",442.0,Found,1882,35.86667,-81.91667,"(35.86667, -81.91667)",POINT (-81.91667 35.86667),None_Found,North Carolina,McDowell County,United States,0.0
Linwood,14657,Valid,"Iron, IAB-MG",46000.0,Found,1940,41.43333,-96.96667,"(41.43333, -96.96667)",POINT (-96.96667 41.43333),None_Found,Nebraska,Butler County,United States,0.0
Little Ash Creek,14662,Valid,L5,21.4,Found,2001,34.38667,-112.02833000000001,"(34.38667, -112.02833)",POINT (-112.02833 34.38667),None_Found,Arizona,Yavapai County,United States,0.0
Little Harquahala Mountains,53484,Valid,H-melt rock,262.2,Found,2006,33.69177,-113.63611999999999,"(33.69177, -113.63612)",POINT (-113.63612 33.69177),None_Found,Arizona,La Paz County,United States,0.0
Little River (a),14665,Valid,H6,4400.0,Found,1967,38.38333,-98.01666999999999,"(38.38333, -98.01667)",POINT (-98.01667 38.38333),None_Found,Kansas,Rice County,United States,0.0
Little River (b),14666,Valid,H4/5,11700.0,Found,1965,38.44,-98.06667,"(38.44, -98.06667)",POINT (-98.06667 38.44),None_Found,Kansas,Rice County,United States,0.0
Little Spring Creek,30743,Valid,H5,2950.0,Found,1937,37.68333,-105.7,"(37.68333, -105.7)",POINT (-105.7 37.68333),None_Found,Colorado,Alamosa County,United States,0.0
Littlerock,14667,Valid,H6,19050.0,Found,1979,34.51667,-117.98333000000001,"(34.51667, -117.98333)",POINT (-117.98333 34.51667),None_Found,California,Los Angeles County,United States,0.0
Livingston (Montana),14668,Valid,"Iron, IIIAB",1600.0,Found,1936,45.6,-110.58333,"(45.6, -110.58333)",POINT (-110.58333 45.6),None_Found,Montana,Park County,United States,0.0
Livingston (Tennessee),14669,Valid,"Iron, IAB-ung",235.0,Found,1937,36.41667,-85.25,"(36.41667, -85.25)",POINT (-85.25 36.41667),None_Found,Tennessee,Overton County,United States,0.0
Llano River,53635,Valid,"Iron, IIIAB",4318.0,Found,1975,30.522129999999997,-99.73698,"(30.52213, -99.73698)",POINT (-99.73698 30.52213),None_Found,Texas,Kimble County,United States,0.0
Lockney,14672,Valid,L6,824.0,Found,1944,34.15,-101.3,"(34.15, -101.3)",POINT (-101.3 34.15),None_Found,Texas,Floyd County,United States,0.0
Locust Grove,14673,Valid,"Iron, IIAB",10000.0,Found,1857,33.33333,-84.1,"(33.33333, -84.1)",POINT (-84.1 33.33333),None_Found,Georgia,Henry County,United States,0.0
Logan,14677,Valid,H5,1315.0,Found,1918,36.58333,-100.2,"(36.58333, -100.2)",POINT (-100.2 36.58333),None_Found,Oklahoma,Beaver County,United States,0.0
Lombard,14679,Valid,"Iron, IIAB",7000.0,Found,1953,46.1,-111.4,"(46.1, -111.4)",POINT (-111.4 46.1),None_Found,Montana,Broadwater County,United States,0.0
Lonaconing,14680,Valid,"Iron, IAB-sHL",1400.0,Found,1888,39.41667,-79.15,"(39.41667, -79.15)",POINT (-79.15 39.41667),None_Found,Maryland,Garrett County,United States,0.0
Lone Island Lake,55762,Valid,"Iron, IAB-sLL",4800.0,Found,2005,50.009570000000004,-95.38537,"(50.00957, -95.38537)",POINT (-95.38537 50.00957),None_Found,Manitoba,Division No. 1,Canada,0.0
Lone Star,14682,Valid,H4,4300.0,Found,1965,34.25972,-101.40833,"(34.25972, -101.40833)",POINT (-101.40833 34.25972),None_Found,Texas,Floyd County,United States,0.0
Lone Tree,14683,Valid,H4,20676.0,Found,1971,41.5,-91.47917,"(41.5, -91.47917)",POINT (-91.47917 41.5),None_Found,Iowa,Johnson County,United States,0.0
Long Island,14694,Valid,L6,564000.0,Found,1891,39.93333,-99.6,"(39.93333, -99.6)",POINT (-99.6 39.93333),None_Found,Kansas,Phillips County,United States,0.0
Loomis,14698,Valid,L6,3020.0,Found,1933,40.46667,-99.5,"(40.46667, -99.5)",POINT (-99.5 40.46667),None_Found,Nebraska,Phelps County,United States,0.0
Loop,14702,Valid,L6,5600.0,Found,1962,32.9,-102.28333,"(32.9, -102.28333)",POINT (-102.28333 32.9),None_Found,Texas,Gaines County,United States,0.0
Loop (b),14703,Valid,H,1600.0,Found,1964,32.99167,-102.38833000000001,"(32.99167, -102.38833)",POINT (-102.38833 32.99167),None_Found,Texas,Terry County,United States,0.0
Loop (c),14704,Valid,OC,861.0,Found,1964,32.98333,-102.38833000000001,"(32.98333, -102.38833)",POINT (-102.38833 32.98333),None_Found,Texas,Terry County,United States,0.0
Lorenzo,44717,Valid,L5,611.9,Found,1941,41.03333,-102.88333,"(41.03333, -102.88333)",POINT (-102.88333 41.03333),None_Found,Nebraska,Cheyenne County,United States,0.0
Loreto,14705,Valid,"Iron, IIIAB",94800.0,Found,1896,26.01667,-111.36667,"(26.01667, -111.36667)",POINT (-111.36667 26.01667),None_Found,Baja California Sur,Municipio de Loreto,México,0.0
Los Lunas,14707,Valid,H4,94.5,Found,1978,34.8125,-106.79167,"(34.8125, -106.79167)",POINT (-106.79167 34.8125),None_Found,New Mexico,Valencia County,United States,0.0
Los Reyes,14709,Valid,"Iron, IIIAB",19500.0,Found,1897,19.26667,-97.28333,"(19.26667, -97.28333)",POINT (-97.28333 19.26667),None_Found,Puebla,Lafragua,México,0.0
Lost Creek,14712,Valid,H3.8,4018.0,Found,1916,39.12417,-98.16778000000001,"(39.12417, -98.16778)",POINT (-98.16778 39.12417),None_Found,Kansas,Lincoln County,United States,0.0
Lost Draw,14713,Valid,OC,309.0,Found,1980,33.28944,-102.54306,"(33.28944, -102.54306)",POINT (-102.54306 33.28944),None_Found,Texas,Terry County,United States,0.0
Lost Lake,14714,Valid,L6,11.0,Found,1931,37.65,-105.73333000000001,"(37.65, -105.73333)",POINT (-105.73333 37.65),None_Found,Colorado,Alamosa County,United States,0.0
Losttown,14715,Valid,"Iron, IID",3000.0,Found,1868,34.25,-84.5,"(34.25, -84.5)",POINT (-84.5 34.25),None_Found,Georgia,Cherokee County,United States,0.0
Lubbock,14722,Valid,L5,1457.8,Found,1938,33.6,-101.73333000000001,"(33.6, -101.73333)",POINT (-101.73333 33.6),None_Found,Texas,Lubbock County,United States,0.0
Lucerne Valley 001,14725,Valid,L6,15.8,Found,1963,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 002,14726,Valid,LL4,5.8,Found,1963,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 003,14727,Valid,H6,7.5,Found,1963,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 004,14728,Valid,L6,37.4,Found,1963,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 005,14729,Valid,L6,3.1,Found,1963,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 006,14730,Valid,H4,26.9,Found,1963,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 007,14731,Valid,OC,4.8,Found,1963,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 008,14732,Valid,H4,2.0,Found,1964,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 009,14733,Valid,H4,3.0,Found,1965,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 010,14734,Valid,H4,6.4,Found,1965,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 011,14735,Valid,L6,3.8,Found,1968,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 012,14736,Valid,H6,1.2,Found,1968,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 013,14737,Valid,L5,14.0,Found,1992,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 014,14738,Valid,L5,3.4,Found,1998,34.501329999999996,-116.96467,"(34.50133, -116.96467)",POINT (-116.96467 34.50133),None_Found,California,,United States,0.0
Lucerne Valley 015,14739,Valid,LL6,12.5,Found,1998,34.5095,-116.95583,"(34.5095, -116.95583)",POINT (-116.95583 34.5095),None_Found,California,,United States,0.0
Lucerne Valley 016,14740,Valid,L5,4.1,Found,1998,34.5125,-116.95083000000001,"(34.5125, -116.95083)",POINT (-116.95083 34.5125),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 017,14741,Valid,L6,12.8,Found,1999,34.5,-116.95,"(34.5, -116.95)",POINT (-116.95 34.5),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 018,14742,Valid,H6,0.97,Found,2002,34.48793,-116.9488,"(34.48793, -116.9488)",POINT (-116.9488 34.48793),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 019,14743,Valid,L6,3.91,Found,2002,34.48868,-116.94985,"(34.48868, -116.94985)",POINT (-116.94985 34.48868),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 020,14744,Valid,H6,18.4,Found,2002,34.4918,-116.943,"(34.4918, -116.943)",POINT (-116.943 34.4918),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 021,14745,Valid,H6,3.92,Found,2002,34.493120000000005,-116.94662,"(34.49312, -116.94662)",POINT (-116.94662 34.49312),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 022,14746,Valid,LL4,16.49,Found,2002,34.49058,-116.95031999999999,"(34.49058, -116.95032)",POINT (-116.95032 34.49058),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 023,14747,Valid,L6,7.56,Found,2002,34.49095,-116.95038000000001,"(34.49095, -116.95038)",POINT (-116.95038 34.49095),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 024,14748,Valid,L6,2.71,Found,2003,34.49553,-116.9471,"(34.49553, -116.9471)",POINT (-116.9471 34.49553),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 025,31364,Valid,H4,21.0,Found,2003,34.510870000000004,-116.93545,"(34.51087, -116.93545)",POINT (-116.93545 34.51087),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 026,30746,Valid,L5,5.6,Found,2003,34.5001,-116.94216999999999,"(34.5001, -116.94217)",POINT (-116.94217 34.5001),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 027,30747,Valid,L6,3.1,Found,2003,34.48715,-116.95336999999999,"(34.48715, -116.95337)",POINT (-116.95337 34.48715),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 028,35466,Valid,CK4,3.0,Found,2003,34.4875,-116.95567,"(34.4875, -116.95567)",POINT (-116.95567 34.4875),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 029,35467,Valid,CK4,10.1,Found,2003,34.486999999999995,-116.956,"(34.487, -116.956)",POINT (-116.956 34.487),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 030,35468,Valid,CK4,4.12,Found,2004,34.48708,-116.95796999999999,"(34.48708, -116.95797)",POINT (-116.95797 34.48708),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 031,35469,Valid,CK4,3.22,Found,2004,34.4871,-116.9578,"(34.4871, -116.9578)",POINT (-116.9578 34.4871),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 032,35470,Valid,CK4,11.87,Found,2004,34.49015,-116.94985,"(34.49015, -116.94985)",POINT (-116.94985 34.49015),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 035,35471,Valid,CK4,0.92,Found,2004,34.4868,-116.95837,"(34.4868, -116.95837)",POINT (-116.95837 34.4868),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 036,35472,Valid,CK4,2.48,Found,2004,34.48793,-116.95638000000001,"(34.48793, -116.95638)",POINT (-116.95638 34.48793),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 037,35473,Valid,CK4,0.9,Found,2004,34.48887,-116.95223,"(34.48887, -116.95223)",POINT (-116.95223 34.48887),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 040,31365,Valid,L6,5.21,Found,2004,34.4921,-116.94308000000001,"(34.4921, -116.94308)",POINT (-116.94308 34.4921),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 041,31366,Valid,L6,0.84,Found,2004,34.48975,-116.94277,"(34.48975, -116.94277)",POINT (-116.94277 34.48975),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 042,31367,Valid,L6,2.17,Found,2004,34.48595,-116.9637,"(34.48595, -116.9637)",POINT (-116.9637 34.48595),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 043,31368,Valid,L4,1.75,Found,2004,34.48457,-116.96255,"(34.48457, -116.96255)",POINT (-116.96255 34.48457),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 044,31369,Valid,L6,106.22,Found,2004,34.48413,-116.96083,"(34.48413, -116.96083)",POINT (-116.96083 34.48413),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 045,31370,Valid,L6,38.56,Found,2004,34.486999999999995,-116.96512,"(34.487, -116.96512)",POINT (-116.96512 34.487),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 046,31371,Valid,L6,10.32,Found,2004,34.48742,-116.9735,"(34.48742, -116.9735)",POINT (-116.9735 34.48742),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 047,31372,Valid,L6,30.43,Found,2004,34.486129999999996,-116.9739,"(34.48613, -116.9739)",POINT (-116.9739 34.48613),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 048,31373,Valid,H4,2.29,Found,2004,34.486670000000004,-116.95833,"(34.48667, -116.95833)",POINT (-116.95833 34.48667),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 049,30748,Valid,L6,9.2,Found,2004,34.48472,-116.96106999999999,"(34.48472, -116.96107)",POINT (-116.96107 34.48472),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 050,32766,Valid,H4,6.85,Found,2005,34.48728,-116.95833,"(34.48728, -116.95833)",POINT (-116.95833 34.48728),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 051,44718,Valid,L5,6.0,Found,2003,34.525,-116.95333000000001,"(34.525, -116.95333)",POINT (-116.95333 34.525),None_Found,California,,United States,0.0
Lucerne Valley 057,45967,Valid,L6,13.15,Found,2005,34.486,-116.97275,"(34.486, -116.97275)",POINT (-116.97275 34.486),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 058,45968,Valid,L6,0.85,Found,2006,34.51092,-116.93961999999999,"(34.51092, -116.93962)",POINT (-116.93962 34.51092),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 089,52460,Valid,L5,2.6,Found,2007,34.48972,-116.98128,"(34.48972, -116.98128)",POINT (-116.98128 34.48972),None_Found,California,,United States,0.0
Lucerne Valley 090,52461,Valid,L5,30.7,Found,2007,34.48823,-116.97797,"(34.48823, -116.97797)",POINT (-116.97797 34.48823),None_Found,California,,United States,0.0
Lucerne Valley 091,52462,Valid,H4,12.7,Found,2007,34.48075,-116.9788,"(34.48075, -116.9788)",POINT (-116.9788 34.48075),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 092,52463,Valid,H5,0.6,Found,2007,34.48148,-116.95325,"(34.48148, -116.95325)",POINT (-116.95325 34.48148),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 093,52464,Valid,L6,3.93,Found,2007,34.4887,-116.9788,"(34.4887, -116.9788)",POINT (-116.9788 34.4887),None_Found,California,,United States,0.0
Lucerne Valley 094,52526,Valid,CK5,3.5,Found,2008,34.487120000000004,-116.96146999999999,"(34.48712, -116.96147)",POINT (-116.96147 34.48712),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 095,52527,Valid,CK5,1.1,Found,2008,34.48657,-116.9592,"(34.48657, -116.9592)",POINT (-116.9592 34.48657),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 096,52528,Valid,L5,7.3,Found,2008,34.48662,-116.9564,"(34.48662, -116.9564)",POINT (-116.9564 34.48662),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 097,52529,Valid,CK4,6.5,Found,2008,34.48565,-116.95673000000001,"(34.48565, -116.95673)",POINT (-116.95673 34.48565),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 098,52530,Valid,CK4,1.5,Found,2008,34.48703,-116.95595,"(34.48703, -116.95595)",POINT (-116.95595 34.48703),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 099,52531,Valid,CK5,3.2,Found,2008,34.48733,-116.96055,"(34.48733, -116.96055)",POINT (-116.96055 34.48733),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 100,52532,Valid,CK5,0.8,Found,2008,34.48738,-116.96065,"(34.48738, -116.96065)",POINT (-116.96065 34.48738),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 101,52533,Valid,CK4,4.0,Found,2008,34.48598,-116.95593000000001,"(34.48598, -116.95593)",POINT (-116.95593 34.48598),None_Found,California,San Bernardino County,United States,0.0
Lucerne Valley 120,52465,Valid,L6,43.1,Found,2010,34.48388,-116.9501,"(34.48388, -116.9501)",POINT (-116.9501 34.48388),None_Found,California,San Bernardino County,United States,0.0
Lueders,14750,Valid,"Iron, IAB-MG",35400.0,Found,1973,32.83611,-99.60417,"(32.83611, -99.60417)",POINT (-99.60417 32.83611),None_Found,Texas,Shackelford County,United States,0.0
Luis Lopez,14751,Valid,"Iron, IIIAB",7000.0,Found,1896,34.0,-106.96667,"(34.0, -106.96667)",POINT (-106.96667 34),None_Found,New Mexico,Socorro County,United States,0.0
Lunar Dry Lake,30749,Valid,L5,32.5,Found,2003,38.39918,-115.9967,"(38.39918, -115.9967)",POINT (-115.9967 38.39918),None_Found,Nevada,Nye County,United States,0.0
Luray,14758,Valid,OC,861.0,Found,1976,39.11667,-98.68333,"(39.11667, -98.68333)",POINT (-98.68333 39.11667),None_Found,Kansas,Russell County,United States,0.0
Lushton,14760,Valid,L6,6700.0,Found,1914,40.74972,-97.74972,"(40.74972, -97.74972)",POINT (-97.74972 40.74972),None_Found,Nebraska,York County,United States,0.0
Lusk,14761,Valid,Iron,46.0,Found,1940,42.76667,-104.35,"(42.76667, -104.35)",POINT (-104.35 42.76667),None_Found,Wyoming,Niobrara County,United States,0.0
Macy,15378,Valid,L6,42000.0,Found,1984,34.21667,-103.91667,"(34.21667, -103.91667)",POINT (-103.91667 34.21667),None_Found,New Mexico,Roosevelt County,United States,0.0
Madoc,15381,Valid,"Iron, IIIAB",168000.0,Found,1854,44.5,-77.46667,"(44.5, -77.46667)",POINT (-77.46667 44.5),None_Found,Ontario,Hastings County,Canada,0.0
Majuba,30752,Valid,L5,370.0,Found,1999,40.6265,-118.41033,"(40.6265, -118.41033)",POINT (-118.41033 40.6265),None_Found,Nevada,Pershing County,United States,0.0
Majuba 002,30753,Valid,H4,2420.0,Found,2003,40.62832,-118.4167,"(40.62832, -118.4167)",POINT (-118.4167 40.62832),None_Found,Nevada,Pershing County,United States,0.0
Majuba 003,30754,Valid,H4,1306.0,Found,2003,40.63078,-118.40918,"(40.63078, -118.40918)",POINT (-118.40918 40.63078),None_Found,Nevada,Pershing County,United States,0.0
Majuba 007,54684,Valid,H4,1823.3,Found,2007,40.61667,-118.38472,"(40.61667, -118.38472)",POINT (-118.38472 40.61667),None_Found,Nevada,Pershing County,United States,0.0
Mandalay Spring,57454,Valid,L6,2854.0,Found,2012,40.89201,-118.55318999999999,"(40.89201, -118.55319)",POINT (-118.55319 40.89201),None_Found,Nevada,Humboldt County,United States,0.0
Mangum,55331,Valid,H4,750.0,Found,2008,34.849000000000004,-99.704,"(34.849, -99.704)",POINT (-99.704 34.849),None_Found,Oklahoma,Greer County,United States,0.0
Manitouwabing,15406,Valid,"Iron, IIIAB",39000.0,Found,1962,45.44,-79.87556,"(45.44, -79.87556)",POINT (-79.87556 45.44),None_Found,Ontario,Parry Sound District,Canada,0.0
Mapleton,15410,Valid,"Iron, IIIAB",49000.0,Found,1939,42.18333,-95.71667,"(42.18333, -95.71667)",POINT (-95.71667 42.18333),None_Found,Iowa,Monona County,United States,0.0
Marengo,15415,Valid,L6,68.0,Found,1991,42.291109999999996,-88.62556,"(42.29111, -88.62556)",POINT (-88.62556 42.29111),None_Found,Illinois,McHenry County,United States,0.0
Maricopa,15420,Valid,H,50.0,Found,1980,33.25,-112.05,"(33.25, -112.05)",POINT (-112.05 33.25),None_Found,Arizona,Maricopa County,United States,0.0
Marion (Kansas),15425,Valid,L5,2890.0,Found,1955,38.36667,-97.03333,"(38.36667, -97.03333)",POINT (-97.03333 38.36667),None_Found,Kansas,Marion County,United States,0.0
Marlow,15428,Valid,L5,68000.0,Found,1936,34.6,-97.91667,"(34.6, -97.91667)",POINT (-97.91667 34.6),None_Found,Oklahoma,Stephens County,United States,0.0
Marshall County,15433,Valid,"Iron, IIIAB",6800.0,Found,1860,37.0,-88.25,"(37.0, -88.25)",POINT (-88.25 37),None_Found,Kentucky,Livingston County,United States,0.0
Marsland,15434,Valid,H5,6850.0,Found,1933,42.45,-103.3,"(42.45, -103.3)",POINT (-103.3 42.45),None_Found,Nebraska,Dawes County,United States,0.0
Mart,15435,Valid,"Iron, IVA",7140.0,Found,1898,31.5,-96.88333,"(31.5, -96.88333)",POINT (-96.88333 31.5),None_Found,Texas,McLennan County,United States,0.0
Mayday,15448,Valid,H4,6900.0,Found,1955,39.47444,-96.925,"(39.47444, -96.925)",POINT (-96.925 39.47444),None_Found,Kansas,,United States,0.0
